channel,channel_id,p_in_ref,p_min,p_max,u_min,u_max,v_min,v_max,valid_cell_centers,n_cells,lower_wall_zone,upper_wall_zone,inlet_zone,outlet_zone
channel_167,167,1518.4008985862872,-107.2438127130432,4573.130042049305,0.0016219388744268576,1.5348569190029764,-0.2838363464433522,0.28717173233300486,234156,234156,1,3,4,2
channel_168,168,1568.3532600266237,-25.069330337872,3917.9860258879385,0.007252259149651717,1.591247805075155,-0.2194001864667485,0.216527500176922,230032,230032,1,3,4,2
channel_169,169,1655.2746373363084,-18.695561433146377,5157.881679405458,0.008722935835992958,1.5643920531018176,-0.3184834504963524,0.33630219655237203,227882,227882,1,3,4,2
channel_170,170,1608.7709127665682,-27.739648319982564,3938.665632588883,0.011207193124886666,1.6141733305582073,-0.21889684036311838,0.21657223286591828,228472,228472,1,3,4,2
channel_171,171,1598.2877818517154,-32.871786849914365,6259.178647280194,0.0019135089377090226,1.5926412188796817,-0.3988136575742765,0.4016050833553455,229710,229710,1,3,4,2
channel_172,172,1494.4286170583684,-24.660948137611605,4408.69952682655,0.01426543443711799,1.5297571966902481,-0.283858742001491,0.28760117932310647,234412,234412,1,3,4,2
channel_173,173,1547.8040190243828,-34.53519816562958,4398.339093516699,0.008111895204473717,1.592505702797411,-0.25479808585234787,0.2695046819557224,236678,236678,1,3,4,2
channel_174,174,1601.661998125479,-22.826975291135344,5022.114499598372,0.009362238480372412,1.537372844037892,-0.3035184480141076,0.32632859439232054,229800,229800,1,3,4,2
channel_175,175,1589.8207404628204,-46.76777027740858,4570.067900591291,0.004344412446063871,1.5448052585558834,-0.2977230592408981,0.30108479581978104,231514,231514,1,3,4,2
channel_176,176,1450.2273172851058,-29.653308697749303,4544.970063913028,0.012193272658702686,1.5154508628303531,-0.29177794023617537,0.2954931392055881,235566,235566,1,3,4,2
channel_177,177,1673.9004374282995,-21.683852199765965,5058.097630845203,0.00667571345454438,1.5788435994199024,-0.3202220957911097,0.3081068058881319,228308,228308,1,3,4,2
channel_178,178,1503.0366834796423,-31.526725483192582,5440.922126488234,0.01093771001512886,1.5655551346829741,-0.33763646784809725,0.3308790911583498,231952,231952,1,3,4,2
channel_179,179,1609.922830099806,-28.65373141935688,4890.412200899946,0.007912230544594915,1.5846586041139985,-0.29805073460854004,0.31114684602653564,227080,227080,1,3,4,2
channel_180,180,1408.1416250275201,-30.655511281148364,4721.863592831151,0.005980638698111834,1.537940589664715,-0.3103216813854526,0.3152502196237913,238044,238044,1,3,4,2
channel_181,181,1705.3662523839187,-24.128487138496702,4842.839265275072,0.005702200048024852,1.5807776066287844,-0.2905445469673406,0.3168097086356868,226462,226462,1,3,4,2
channel_182,182,1638.9969598371297,-19.64178112625548,4708.860431917822,0.00872079929067114,1.6168079255787382,-0.3045959247004399,0.30613366579442586,229936,229936,1,3,4,2
channel_183,183,1520.5556283510944,-27.22492640219754,4826.08807031656,0.010825802547791044,1.5102614864822952,-0.3171506066507287,0.31641522599365907,233210,233210,1,3,4,2
channel_184,184,1517.1036759604226,-28.20852805599776,4463.817592307464,0.004633457457984633,1.5591461696287592,-0.28192525346811514,0.2753982084131743,232024,232024,1,3,4,2
channel_185,185,1434.1356396048657,-29.92206794690307,5078.383976679509,0.008987378264618796,1.4942668930355147,-0.33837315749090424,0.3380807087271164,237842,237842,1,3,4,2
channel_186,186,1486.892703798321,-32.298900249590716,4894.218364148298,0.010890630970988902,1.5429378521345172,-0.31730717943605347,0.3197751023121565,233746,233746,1,3,4,2
channel_187,187,1505.7642288007507,-29.725545222913684,4752.77392035352,0.008384174471159144,1.4910832671154117,-0.28739559030440837,0.3088191468990089,233322,233322,1,3,4,2
channel_188,188,1568.1625696792487,-32.19135999963469,4918.365863490852,0.003959497122106285,1.5707876836199777,-0.316411418515664,0.3192163091887325,229600,229600,1,3,4,2
channel_189,189,1470.2699789003295,-29.331011673319814,4424.742228407767,0.0032077037319917377,1.493790619172624,-0.28108216539230063,0.2931909517036729,235544,235544,1,3,4,2
channel_190,190,1530.2056625000175,-36.28164012487291,3845.0709191770447,0.007797609427272344,1.6118692388439642,-0.22330470704993402,0.2225002791095817,230822,230822,1,3,4,2
channel_191,191,1496.1892923816213,-31.444362958683854,4362.627018134606,0.00612681038770007,1.5386916846519312,-0.26705013443894704,0.26967277191345007,233642,233642,1,3,4,2
channel_192,192,1571.9559832904076,-34.32126456689432,4631.208271421557,0.01036140592896596,1.5885863402710838,-0.287383464633761,0.2927114214633629,228966,228966,1,3,4,2
channel_193,193,1447.7829870457242,-32.82572292930216,4610.5501525777845,0.008250874071348915,1.5405529321467808,-0.29157657793686714,0.2894784054466087,235380,235380,1,3,4,2
channel_194,194,1567.6403702973116,-28.86216691931036,4818.557995177538,0.004533143380228694,1.516371764070466,-0.3162227331680241,0.3073103922408075,230812,230812,1,3,4,2
channel_195,195,1358.9378281460686,-29.270878435019235,4050.272065784888,0.011678509125117482,1.4967265234004392,-0.2536429344906247,0.2545982433044388,241434,241434,1,3,4,2
channel_196,196,1595.4688611596544,-25.32692451603696,4953.891223027851,0.009999655759533066,1.5725638032076936,-0.3098586205384217,0.31970887432319295,227864,227864,1,3,4,2
channel_197,197,1634.7977528601507,-23.294792242860314,6139.251538447606,0.007517778679936146,1.5840227292464883,-0.42577390097522544,0.395689451111467,227262,227262,1,3,4,2
channel_198,198,1655.2830752675513,-29.27369578961531,4918.90160122571,0.00838639135759933,1.5888403187659723,-0.30302720487411733,0.3041667761009353,224590,224590,1,3,4,2
channel_199,199,1568.9957939600945,-85.85475029495389,4829.254167421375,0.0012944168230824564,1.5580694093794982,-0.3024254854104082,0.3102895840785552,230012,230012,1,3,4,2
